names,lat,lon,geometry
NBR Green Valley bangalore,12.8162764,77.8628083,POINT (77.8628083 12.8162764)
Aditi Tropica bangalore,12.919196,77.668466,POINT (77.668466 12.919196)
Fortuna Krrish bangalore,13.0407862,77.6753256,POINT (77.67532559999999 13.0407862)
Cleartitle The Rare Earth bangalore,12.8784133,77.7097953,POINT (77.7097953 12.8784133)
Sobha Petunia bangalore,13.0398047,77.6124624,POINT (77.6124624 13.0398047)
DLR Sabarmati Enclave bangalore,13.0258664,77.68033059999999,POINT (77.68033059999999 13.0258664)
Bangalore Regency Canterbury Castles bangalore,13.014444,77.62918599999999,POINT (77.62918599999999 13.014444)
Slv Parkview bangalore,13.0459165,77.5419656,POINT (77.5419656 13.0459165)
E Golden Abode bangalore,12.8511396,77.6735544,POINT (77.6735544 12.8511396)
Sobha Arena - The Plaza bangalore,12.8642033,77.53674,POINT (77.53673999999999 12.8642033)
Richmond Lake View bangalore,12.7995085,77.6563883,POINT (77.6563883 12.7995085)
NCN Platina bangalore,12.9373858,77.73747379999999,POINT (77.73747379999999 12.9373858)
Akme Harmony bangalore,12.9224347,77.67112929999999,POINT (77.67112929999999 12.9224347)
Gnana Bhoomi bangalore,13.2805947,77.6198082,POINT (77.61980819999999 13.2805947)
Sumo Leaves bangalore,12.878726,77.5444685,POINT (77.54446849999999 12.878726)
TG Lakevista bangalore,12.8734735,77.63437239999999,POINT (77.63437239999999 12.8734735)
Oceanus Classic bangalore,13.005386,77.73160519999999,POINT (77.73160519999999 13.005386)
Prestige Monte Carlo bangalore,13.1152916,77.5774514,POINT (77.5774514 13.1152916)
Mythri Arteor bangalore,12.8874178,77.6294089,POINT (77.6294089 12.8874178)
Sri Amethyst bangalore,13.0047047,77.7145949,POINT (77.71459489999999 13.0047047)
Brigade Gardenia bangalore,12.8879764,77.57812729999999,POINT (77.57812729999999 12.8879764)
Midtown Rhythm bangalore,12.960095,77.741935,POINT (77.741935 12.960095)
Richmond Lake View bangalore,12.7995085,77.6563883,POINT (77.6563883 12.7995085)
Mahaveer Riviera bangalore,12.8930968,77.5883631,POINT (77.5883631 12.8930968)
Jeevanadi Sampoorna bangalore,13.0643327,77.56973119999999,POINT (77.56973119999999 13.0643327)
Century Linea bangalore,13.0698545,77.6037801,POINT (77.60378009999999 13.0698545)
Shanders Dwellington bangalore,12.8476197,77.6881725,POINT (77.68817249999999 12.8476197)
TG Lakevista bangalore,12.8734735,77.63437239999999,POINT (77.63437239999999 12.8734735)
Mahaveer Tranquil bangalore,12.9679039,77.73286949999999,POINT (77.73286949999999 12.9679039)
SLS Square bangalore,12.9719967,77.7153684,POINT (77.7153684 12.9719967)
Oceanus Classic bangalore,13.005386,77.73160519999999,POINT (77.73160519999999 13.005386)
Prestige Monte Carlo bangalore,13.1152916,77.5774514,POINT (77.5774514 13.1152916)
Aratt Aeris Residences bangalore,12.9824845,77.6460185,POINT (77.6460185 12.9824845)
Mythri Arteor bangalore,12.8874178,77.6294089,POINT (77.6294089 12.8874178)
Nitesh Hyde Park bangalore,12.8717726,77.5979352,POINT (77.59793519999999 12.8717726)
Prestige Laughing Waters bangalore,12.9602478,77.73795679999999,POINT (77.73795679999999 12.9602478)
Nagarjuna Maple Heights bangalore,12.9935525,77.6838545,POINT (77.6838545 12.9935525)
Sobha Palladian bangalore,12.9541525,77.68938279999999,POINT (77.68938279999999 12.9541525)
Sobha Iris bangalore,12.9328719,77.68466950000001,POINT (77.68466950000001 12.9328719)
Vista The 450 RMV bangalore,12.9715638,77.6127715,POINT (77.61277149999999 12.9715638)
CLPD Suncity Apartments bangalore,12.9026338,77.70694230000001,POINT (77.70694230000001 12.9026338)
Sobha Rajvillas bangalore,12.9785119,77.5631574,POINT (77.56315739999999 12.9785119)
Embassy Springs bangalore,13.2026171,77.6241374,POINT (77.6241374 13.2026171)
Aakruthi Aura bangalore,12.9650697,77.75108770000001,POINT (77.75108770000001 12.9650697)
Sobha Sunscape bangalore,12.8643066,77.5212751,POINT (77.5212751 12.8643066)
Odion Rainbow Retreat bangalore,12.8957846,77.68659029999999,POINT (77.68659029999999 12.8957846)
Shriram Suhaana bangalore,13.1335429,77.5729612,POINT (77.57296119999999 13.1335429)
The Manya Magna Ville bangalore,12.8560454,77.6491728,POINT (77.6491728 12.8560454)
Akme Encore bangalore,12.9725255,77.7133728,POINT (77.7133728 12.9725255)
Vertex Venezia bangalore,12.9274179,77.7389044,POINT (77.7389044 12.9274179)
Bijith Kripa bangalore,13.257391,77.7088976,POINT (77.7088976 13.257391)
Sobha Eternia bangalore,12.9035751,77.6649043,POINT (77.6649043 12.9035751)
Artha Reviera bangalore,12.7697881,77.6981747,POINT (77.6981747 12.7697881)
Soundarya Kamakshi bangalore,12.9835136,77.5299315,POINT (77.5299315 12.9835136)
Comfort Heights bangalore,12.8874544,77.5537026,POINT (77.55370259999999 12.8874544)
Definer Kingdom bangalore,13.073524,77.74467159999999,POINT (77.74467159999999 13.073524)
NS Paradise Township bangalore,13.0040017,77.717381,POINT (77.717381 13.0040017)
Skav Ohana bangalore,13.0225129,77.7147406,POINT (77.7147406 13.0225129)
Prestige Notting Hill bangalore,12.8726581,77.5945658,POINT (77.5945658 12.8726581)
Nitesh Forest Hills bangalore,13.0159262,77.7626956,POINT (77.7626956 13.0159262)
SRC blue bells bangalore,12.8328724,77.68971239999999,POINT (77.68971239999999 12.8328724)
Maangalya Prosper Apartment bangalore,12.8652341,77.5576347,POINT (77.55763469999999 12.8652341)
GRC Brundavan bangalore,12.9393493,77.5190858,POINT (77.5190858 12.9393493)
Amrutha Value bangalore,12.9706326,77.7367999,POINT (77.73679989999999 12.9706326)
AR Splendor Park bangalore,13.042217,77.6552918,POINT (77.6552918 13.042217)
HW Archstone bangalore,13.0290541,77.6302934,POINT (77.6302934 13.0290541)
Cleartitle Old Bangalore bangalore,12.916974,77.63152,POINT (77.63151999999999 12.916974)
Rajarajeshwari Parasmani Regency   bangalore,12.9404754,77.58134650000001,POINT (77.58134650000001 12.9404754)
SV Lakshmi Nivas bangalore,13.0395202,77.6621751,POINT (77.6621751 13.0395202)
Aban Desire bangalore,12.8281273,77.7766475,POINT (77.7766475 12.8281273)
SGS Silver Oak bangalore,12.915705,77.54865029999999,POINT (77.54865029999999 12.915705)
Skyline Bagmane Champagne Hills bangalore,12.858472,77.58184159999999,POINT (77.58184159999999 12.858472)
Sai Ashirwad Natures Nest bangalore,12.835969,77.69162299999999,POINT (77.69162299999999 12.835969)
RR Signature bangalore,13.0800374,77.6337759,POINT (77.6337759 13.0800374)
Sobha Chrysanthemum bangalore,13.0601142,77.63685559999999,POINT (77.63685559999999 13.0601142)
Century Artizan bangalore,13.129355,77.595041,POINT (77.59504099999999 13.129355)
Regency Pinnacle Heights bangalore,13.0624834,77.626811,POINT (77.626811 13.0624834)
Keerthi Krishna Viva bangalore,12.9106527,77.6840375,POINT (77.6840375 12.9106527)
Vestaa Lushes bangalore,12.8496595,77.7347463,POINT (77.7347463 12.8496595)
Shravanthi Sunniva Willow bangalore,12.8528408,77.78278929999999,POINT (77.78278929999999 12.8528408)
SV Lakshmi Nivas bangalore,13.0395202,77.6621751,POINT (77.6621751 13.0395202)
DS Max Sankalp Manor bangalore,13.0396616,77.67260139999999,POINT (77.67260139999999 13.0396616)
AR Splendor Park bangalore,13.042217,77.6552918,POINT (77.6552918 13.042217)
Aban Desire bangalore,12.8281273,77.7766475,POINT (77.7766475 12.8281273)
Garuda Blossom bangalore,13.017519,77.70901839999999,POINT (77.70901839999999 13.017519)
Century Artizan bangalore,13.129355,77.595041,POINT (77.59504099999999 13.129355)
Shravanthi Sunniva Willow bangalore,12.8528408,77.78278929999999,POINT (77.78278929999999 12.8528408)
Akshaya Regalia bangalore,12.897131,77.52640579999999,POINT (77.52640579999999 12.897131)
Sobha Onyx bangalore,12.9245191,77.6528063,POINT (77.65280629999999 12.9245191)
Hita Malibu Rosita bangalore,12.9417311,77.7510344,POINT (77.75103439999999 12.9417311)
Bhadra Legacy bangalore,12.9746481,77.62485199999999,POINT (77.62485199999999 12.9746481)
Spectra Palmwoods bangalore,12.9617125,77.7324062,POINT (77.7324062 12.9617125)
Suncrest Pebbles bangalore,12.9364507,77.7274439,POINT (77.7274439 12.9364507)
Bhartiya City Leela Residences bangalore,13.084283,77.642781,POINT (77.642781 13.084283)
Greenwood Regency bangalore,12.9138057,77.6833284,POINT (77.68332839999999 12.9138057)
Sipani Santa Monica bangalore,12.940446,77.623403,POINT (77.623403 12.940446)
Midwest Elita bangalore,13.1215868,77.6205622,POINT (77.62056219999999 13.1215868)
Hoysala Ace Phase II bangalore,13.0663641,77.58699659999999,POINT (77.58699659999999 13.0663641)
Brindavan Palms bangalore,12.8730823,77.66710619999999,POINT (77.66710619999999 12.8730823)
Woodshire Emerson Park bangalore,13.0350995,77.7520959,POINT (77.7520959 13.0350995)
Sterling Villa Grande Phase 2 bangalore,13.011181,77.75973979999999,POINT (77.75973979999999 13.011181)
Raynal Gardens bangalore,12.9767323,77.5148708,POINT (77.5148708 12.9767323)
Mantri Alpyne bangalore,12.9042533,77.52746460000002,POINT (77.52746460000002 12.9042533)
Ds Max Sherwood bangalore,12.9220588,77.7231568,POINT (77.7231568 12.9220588)
Legacy Cataleya bangalore,12.985034,77.59576799999999,POINT (77.59576799999999 12.985034)
Purva Vantage bangalore,12.9064791,77.64502689999999,POINT (77.64502689999999 12.9064791)
Mamtha Elite bangalore,12.9100769,77.70397059999999,POINT (77.70397059999999 12.9100769)
Basava Pride bangalore,13.01401,77.71703099999999,POINT (77.71703099999999 13.01401)
Celebrity Pride bangalore,12.8079224,77.7774934,POINT (77.7774934 12.8079224)
DSR White Waters bangalore,12.9167469,77.7168083,POINT (77.7168083 12.9167469)
Splendid Elite bangalore,12.8977003,77.6678125,POINT (77.6678125 12.8977003)
Ds Max Sherwood bangalore,12.9220588,77.7231568,POINT (77.7231568 12.9220588)
Sri Lakshmi Vallabha Land Mark bangalore,12.890488,77.5521392,POINT (77.5521392 12.890488)
SM Zinnia bangalore,12.932482,77.7264103,POINT (77.7264103 12.932482)
Rohan Jharoka bangalore,12.9482601,77.67656819999999,POINT (77.67656819999999 12.9482601)
UKN Esperanza bangalore,12.9525107,77.7206956,POINT (77.7206956 12.9525107)
Melange Smart Neighbourhoods bangalore,12.8578542,77.7978698,POINT (77.7978698 12.8578542)
Sona Vistaas bangalore,12.8811223,77.61957919999999,POINT (77.61957919999999 12.8811223)
Purva Vantage bangalore,12.9064791,77.64502689999999,POINT (77.64502689999999 12.9064791)
Wisteria at Brigade Meadows bangalore,12.8150853,77.5067053,POINT (77.50670529999999 12.8150853)
Mangilal Heerraji Sites and Villas bangalore,12.773142,77.484082,POINT (77.484082 12.773142)
Legacy Cataleya bangalore,12.985034,77.59576799999999,POINT (77.59576799999999 12.985034)
NCN Crystal bangalore,12.9750622,77.7588202,POINT (77.7588202 12.9750622)
Aratt Grand Town bangalore,12.7401871,77.6791026,POINT (77.67910259999999 12.7401871)
ASN Galaxy bangalore,13.0292141,77.661057,POINT (77.661057 13.0292141)
Golden Leaf Luxury Apartment bangalore,12.915528,77.6254919,POINT (77.6254919 12.915528)
Pavilion Villas at Brigade Orchards bangalore,13.237063,77.72428,POINT (77.72427999999999 13.237063)
Basava Pride bangalore,13.01401,77.71703099999999,POINT (77.71703099999999 13.01401)
Celebrity Pride bangalore,12.8079224,77.7774934,POINT (77.7774934 12.8079224)
DSR White Waters bangalore,12.9167469,77.7168083,POINT (77.7168083 12.9167469)
Koncept Lake View bangalore,13.0629474,77.6230776,POINT (77.6230776 13.0629474)
Fortius Waterscape bangalore,13.019696,77.721148,POINT (77.721148 13.019696)
Mantri Glades bangalore,12.9113224,77.6847566,POINT (77.6847566 12.9113224)
RMZ Latitude bangalore,13.0563101,77.5951032,POINT (77.5951032 13.0563101)
NM Sai Sunshine bangalore,12.9479238,77.7126668,POINT (77.71266679999999 12.9479238)
Divya JSR Limelite bangalore,13.0694591,77.530547,POINT (77.530547 13.0694591)
GM Infinite Elegance Tower bangalore,12.9165545,77.6184368,POINT (77.6184368 12.9165545)
Zonasha Elegance bangalore,12.8988592,77.6682758,POINT (77.6682758 12.8988592)
Krishna Brighton bangalore,13.1035207,77.57967339999999,POINT (77.57967339999999 13.1035207)
B&B Opulent Spire bangalore,12.9216975,77.5997916,POINT (77.5997916 12.9216975)
Krishna Arya Elegant bangalore,13.0165757,77.5475265,POINT (77.5475265 13.0165757)
Unishire Belvedere Premia bangalore,13.0726436,77.6183587,POINT (77.6183587 13.0726436)
Subhodaya Luxuria bangalore,12.9372251,77.70457449999999,POINT (77.70457449999999 12.9372251)
Zonasha Elegance bangalore,12.8988592,77.6682758,POINT (77.6682758 12.8988592)
SJR Residency bangalore,12.9276275,77.6891907,POINT (77.6891907 12.9276275)
B&B Opulent Spire bangalore,12.9216975,77.5997916,POINT (77.5997916 12.9216975)
Kumar Kino Platinum bangalore,12.985738,77.5748938,POINT (77.5748938 12.985738)
Aristo Marvel bangalore,12.8384012,77.6470954,POINT (77.6470954 12.8384012)
Desai Grandeur bangalore,12.976704,77.7584705,POINT (77.7584705 12.976704)
Hiranandani Upscale Bannerghatta bangalore,12.876606,77.610831,POINT (77.610831 12.876606)
SM Zinnia bangalore,12.932482,77.7264103,POINT (77.7264103 12.932482)
Sobha City Casa Serenita bangalore,13.0769388,77.6394475,POINT (77.6394475 13.0769388)
SK Daisy bangalore,12.832197,77.64891899999999,POINT (77.64891899999999 12.832197)
Rohan Jharoka bangalore,12.9482601,77.67656819999999,POINT (77.67656819999999 12.9482601)
ATZ Ultima bangalore,13.0571116,77.62821339999999,POINT (77.62821339999999 13.0571116)
DSMax Star Nest bangalore,12.9238214,77.4766588,POINT (77.4766588 12.9238214)
Melange Smart Neighbourhoods bangalore,12.8578542,77.7978698,POINT (77.7978698 12.8578542)
Global Villas bangalore,12.8592252,77.646217,POINT (77.64621699999999 12.8592252)
Klassik Benchmark bangalore,12.8716449,77.5962133,POINT (77.5962133 12.8716449)
Vaswani Claremont bangalore,12.9485069,77.7173176,POINT (77.7173176 12.9485069)
NCN Crystal bangalore,12.9750622,77.7588202,POINT (77.7588202 12.9750622)
Vivansaa Baalsam bangalore,12.9124021,77.6387393,POINT (77.6387393 12.9124021)
Kumari Amaranthine bangalore,12.9176952,77.6973403,POINT (77.69734029999999 12.9176952)
Aratt Grand Town bangalore,12.7401871,77.6791026,POINT (77.67910259999999 12.7401871)
ASN Galaxy bangalore,13.0292141,77.661057,POINT (77.661057 13.0292141)
Golden Leaf Luxury Apartment bangalore,12.915528,77.6254919,POINT (77.6254919 12.915528)
Pavilion Villas at Brigade Orchards bangalore,13.237063,77.72428,POINT (77.72427999999999 13.237063)
Estella Maple Square  bangalore,12.8929578,77.6742451,POINT (77.67424509999999 12.8929578)
Saiven The Hamptons bangalore,12.9105043,77.6516836,POINT (77.6516836 12.9105043)
Ajmera Green Acres bangalore,12.8679098,77.5935277,POINT (77.5935277 12.8679098)
Reliaable Lifestyle bangalore,12.8951713,77.668645,POINT (77.668645 12.8951713)
SNN Raj Lakeview bangalore,12.9039732,77.6083714,POINT (77.6083714 12.9039732)
Cansa Dhiya bangalore,12.9307557,77.71124069999999,POINT (77.71124069999999 12.9307557)
BSR Towers bangalore,13.0281274,77.68969229999999,POINT (77.68969229999999 13.0281274)
Unishire Belvedere Premia bangalore,13.0726436,77.6183587,POINT (77.6183587 13.0726436)
Krishna Arya Elegant bangalore,13.0165757,77.5475265,POINT (77.5475265 13.0165757)
SJR Residency bangalore,12.9276275,77.6891907,POINT (77.6891907 12.9276275)
Adhishree SunShine bangalore,13.0851417,77.6070356,POINT (77.6070356 13.0851417)
MIMS Northbrook bangalore,13.0767278,77.659311,POINT (77.659311 13.0767278)
MBR Gem Park Villa bangalore,12.8699879,77.8103632,POINT (77.8103632 12.8699879)
Sai Siri Heritage bangalore,12.9080207,77.488539,POINT (77.488539 12.9080207)
Jains Aashraya bangalore,12.8436657,77.58778269999999,POINT (77.58778269999999 12.8436657)
DLF Woodland Heights bangalore,12.7828926,77.65815649999999,POINT (77.65815649999999 12.7828926)
Maa Nivasam bangalore,12.9989205,77.7228561,POINT (77.7228561 12.9989205)
Desai Grandeur bangalore,12.976704,77.7584705,POINT (77.7584705 12.976704)
Soma White House bangalore,12.8753207,77.6355191,POINT (77.6355191 12.8753207)
Sunland Serene Hills bangalore,12.796947,77.531457,POINT (77.531457 12.796947)
CMRS Palm Hills bangalore,13.3526756,77.7221923,POINT (77.7221923 13.3526756)
